Agreement_id,Jorunal_date,dept_nbr,Journal_store,transacion_id,Vendor_id,Journal_amount,Journal_credit_account,Journal_debit_account,posting_response_code,posting_timestamp,last_changed_iser_id
1001,2026-08-29,28,112,6c5122079d5348cd8f00,501,1128.75,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-30,10,114,c1ef1ae3459f41a9b834,501,3452.82,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-31,29,118,f0f9a20ef0fd4ca99c89,501,3006.88,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-01,18,116,7d36465a01f849fb8a7a,501,3073.11,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-02,23,117,cbca78cf34444b5fb79b,501,900.17,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-03,25,109,6cfa344487da44a18ecf,501,18.28,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-04,27,110,37892ef83fec4d7ca418,501,15.65,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-05,22,112,3a4eeb685b5f4d7a87e0,501,857.55,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-06,16,118,14db5a79b1744aecbf57,501,1368.76,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-07,18,119,08e32ca8c2ab48b9bbb5,501,714.17,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-08,29,107,09d44984ab6f4919a4b2,501,22.55,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-09,12,104,6d387ed4ba6d429f8190,501,893.16,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-11,26,103,9d506704b176474cb028,501,12.71,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-12,12,101,dbd6ca7663d54f059655,501,5753.3,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-13,27,105,bdd1817b024a4044b391,501,811.21,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-14,18,103,f53f4c564d61464bae61,501,5950.14,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-15,13,118,680960cd896c43ffb89a,501,580.79,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-16,10,105,f1e72ab514044b36b3ff,501,4587.37,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-17,11,107,5df6c0fb18f14f0d88b4,501,258.41,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-18,17,101,cf9224224ba2496dadd0,501,1276.85,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-19,24,110,1fe551fc895a4278a90b,501,784.06,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-20,18,105,5569ae01e9a3476298ce,501,1218.25,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-21,12,114,a6e2ba2c2042497faa1e,501,977.06,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-22,16,101,0c07d78ba4054bb2a604,501,330.12,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-23,17,104,ff997461f15d4c189fa3,501,3930.48,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-24,20,120,852a234caff34c5294d2,501,4207.64,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-25,27,117,c851c08e852b425cb6c3,501,3530.78,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-26,11,111,c4d0a1f3e78d45119943,501,3629.1,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-27,28,108,46bd5d50a53a4b8a851e,501,623.62,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-28,10,114,24990f0e4774423dbfd2,501,2435.23,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-29,19,107,18e0d8fd951941678112,501,183.83,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-30,19,108,1da6a0b0512447a2b8a4,501,2820.93,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-31,28,120,f9c1e4e7c031440d98e3,501,381.5,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-01,25,105,72fe3bb3a4024e7cb0e1,501,1409.33,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-02,17,104,b448e654159b4f8994c2,501,1903.61,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-03,26,118,ccd971efdb2142329712,501,1349.32,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-04,15,103,1fd15c38a5114fc5b154,501,242.18,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-05,19,117,1b0037a3e06441baacb5,501,4904.31,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-06,26,102,08357b42a894405381d2,501,2441.1,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-07,15,101,7950fdddbae04d85a524,501,4626.73,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-08,25,102,aef6b36b5aba495c877e,501,961.52,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-09,10,106,7ac9b686b820421098e6,501,367.27,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-11,10,109,8fb94daedd0e4f14b002,501,1683.85,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-12,21,118,540843685b5a444d90e7,501,3032.34,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-13,17,111,2e01f388c8e94c1cbc8b,501,5836.46,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-14,14,114,209807c72a074c31a563,501,321.66,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-15,14,117,166517fcbf3d4d72bb95,501,1107.96,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-16,29,114,0404bfd694c040679ad6,501,1451.44,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-17,10,107,30adf51561254fb39eba,501,6832.32,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-18,19,112,dde6c1f9bd984b23a05b,501,330.13,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-19,10,111,4c63a2f551334330b564,501,4157.83,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-20,24,108,1d35b140a5394c129988,501,961.05,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-21,29,116,27802632fc4e490db283,501,630.03,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-22,18,117,aa3d98a4489e40139c50,501,865.11,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-23,28,113,bb1c6b5d34634acbbceb,501,1104.06,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-24,13,102,69643b77af9c48f887eb,501,151.91,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-25,22,109,84f1101246a44c9b958f,501,1349.68,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-26,26,103,642941bef43b42c4832b,501,2829.94,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-27,17,120,041085854021433c8d1a,501,1891.83,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-28,16,114,e52ad6c248424be287bd,501,2918.35,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-29,10,106,d50b5a08c2df4b509f0f,501,1194.54,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-30,23,117,82acf99c7cf44d22b86e,501,1305.84,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-31,11,112,86956ffc337542878ed7,501,132.1,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-01,19,108,b2e88f3e781043b899e7,501,192.43,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-02,14,102,7cb2731fd8ab490c9b5a,501,3578.44,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-03,17,101,e2a4c36b1ef1480ba00f,501,255.56,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-04,18,119,c9fb4952d95e4de49878,501,1087.49,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-05,17,120,a3afad26febc4ca68eeb,501,1066.97,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-06,16,103,da508fccac0448889fc5,501,4605.74,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-07,22,104,02052d6be2e14bd09fc7,501,292.48,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-08,27,119,90dcc345a9dc4bcc99d5,501,2475.74,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-09,18,111,bd829a246e4a4cb489fb,501,2796.58,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-11,15,115,6477bccf50314dedb57b,501,1849.07,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-12,24,108,cf6dd207336a4aa1a019,501,915.43,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-13,16,118,c174a1e50a7441979c78,501,2359.91,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-14,25,110,9883e22439d64b3c8cb2,501,939.71,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-15,27,102,ab038102c5344cbdb979,501,7129.27,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-16,12,112,89421abdf2a9434b88a2,501,470.18,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-17,20,119,5ee6ceda06d148aebefe,501,717.53,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-18,21,101,11c7819c532d411fbf85,501,5639.28,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-19,29,113,e335bffa053244e9b280,501,2700.24,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-20,25,118,f8de41e708f145ee8099,501,1974.28,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-21,18,119,71d0c8bfba6340829816,501,442.71,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-22,16,108,5191454c1fee49f29cc7,501,104.25,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-23,13,102,8a8819c03d86492ca556,501,38.89,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-24,15,108,43904aa4dc8643ca880e,501,302.77,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-25,12,115,7abbcb89ccb94df1a4a3,501,3169.13,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-26,28,115,6e882e2997034fbc8345,501,949.31,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-27,17,105,9ae8f28d17414d11a123,501,3689.77,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-28,28,108,fda75cf56b6a40d8b28d,501,3218.25,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-29,25,119,517c3af928944723ab83,501,5424.77,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-30,27,111,6a10980e541e4273b910,501,229,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-31,11,109,b7fe810b2a7d45d68c2b,501,2940.91,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-01,15,109,be2941b2b08a403f9644,501,630.62,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-02,17,113,a7dcd632b4eb468aa1ca,501,3144.92,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-03,27,107,24a2b6218899484f828a,501,2335.18,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-04,10,110,354c5572097c4bbb8899,501,136.81,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-05,19,103,3c1ecf3e73da450dbd63,501,522.05,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-06,18,109,41cbd583164e4b84a400,501,2544.48,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-07,14,112,df0ac96c512e4d05a7c5,501,1397.01,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-08,15,120,af603adb05654867b7b2,501,1658.31,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-09,26,105,519eb84107cf4535aa6d,501,6307.77,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-11,13,101,6fb1a3a84c484e97b405,501,4639.37,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-12,16,117,30a4ef57fa6a4a478790,501,3493.39,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-13,24,117,20785ddc3e40418c939f,501,4550.99,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-14,10,105,d2a181ca6ac34168804e,501,5312.89,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-15,13,104,524ff40913db48c3a55a,501,123.01,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-16,25,114,dfb2b37e4e244c0bb1c3,501,4565.76,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-17,27,108,aa6489e1a54b4f979fda,501,1703.07,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-18,29,115,954fa30832bc4468bcc6,501,2231.13,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-19,10,106,e728cf5e98a541cfa97c,501,1334.39,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-20,15,114,eeae6ea755e64f0a9b95,501,3922.09,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-21,18,107,90543b96022e4726a2c2,501,542.37,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-22,11,117,d02909e204c14007b711,501,462.7,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-23,25,112,5b4bd4c6ee9042b08dfc,501,2405.85,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-24,20,103,cd7d82e81204426cbb32,501,1998.61,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-25,17,101,7f7a33c6b0ac4ceea30c,501,1325,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-26,20,110,a522e27d303e4e59ac66,501,5388.53,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-27,22,101,91ce3252fcc3493d976d,501,2529.92,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-28,19,103,d8d67f492e3e40e2a83f,501,140.58,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-29,24,108,5b586642ce6a4536a538,501,795.67,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-30,23,101,0703050458aa4a69ac70,501,2189.45,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-31,19,110,fee13c7694fa4a3489f7,501,702.38,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-01,19,109,d807938c9d374753b6d8,501,4324.34,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-02,26,118,22f518354c764509bdb9,501,382.13,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-03,20,120,7fa465b9a6d14b91bddc,501,2061.44,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-04,25,115,27e9fa1d8a4c485a9181,501,2549.02,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-05,18,117,2e4bfc6ec4a54aa5a5a2,501,5310.34,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-06,22,114,7f360b6bd2634f00a493,501,1340.94,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-07,16,107,73606706519649aa8428,501,917.42,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-08,12,115,483d87427b564432b0df,501,235.35,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-09,10,107,fc44dfac6e534b30b620,501,6226.81,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-11,24,118,397d4862ef2d47638be1,501,940.82,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-12,16,117,ac804016695044429d31,501,274.7,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-13,27,118,91fc4cfb88e54e3895b9,501,2338.98,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-14,12,101,65bfacd67e5247b4b6a3,501,4692.22,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-15,24,119,c3e730504f984e44ba11,501,1475.96,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-16,19,111,27bbc7514a814e7c9f91,501,1531.6,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-17,11,114,9f19ebcabf0149f9aa20,501,252.19,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-18,27,115,b9a472757f7f4ae9a128,501,888.24,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-19,14,117,766ea257b9da44529b40,501,2830.83,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-20,24,111,39f4e1d0d01943b39d58,501,57.06,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-21,27,119,292a1938d8b74f9c9693,501,2612.21,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-22,29,106,d37d1da8cdb54fe39e23,501,2206.75,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-23,27,109,b943e402b9be43d1b5e2,501,928.13,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-24,11,110,3ad8adf2cf80439eb73d,501,3201.51,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-25,28,105,34b5f5e8c40040c6a515,501,4746.75,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-26,17,115,66c58ec68bb141f9aa76,501,1941.31,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-27,13,101,4094ccb4e7394c89af6e,501,601.91,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-28,24,119,af4ef91b735b434f936c,501,104.36,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-29,10,108,fdc7667f3c004b1cbf57,501,1153.64,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-30,14,110,3fd6eb28ef14450a9982,501,6994.69,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-31,16,117,7794ef1989c44fcca1ce,501,4030.93,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-01,15,109,59261de7efc5491d9c81,501,4045.3,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-02,18,106,2e5aee98b1034d9db72d,501,510.74,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-03,15,119,67f92c926eab4524b743,501,1197.09,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-04,27,115,ca9c617194cc4d559cd6,501,662.19,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-05,15,112,061a8b7fc8a340248c18,501,6176.09,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-06,25,113,3b35aae0c0424ce8b8bd,501,592.59,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-07,23,115,522bea40d0bb4175a104,501,3652.56,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-08,25,101,415f0c1855e64ba2a633,501,1948.17,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-09,20,109,6d96f7269f934047b9b7,501,4014.2,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-11,14,101,7cc62cb3d8fe47a09400,501,2128.21,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-12,18,116,bda4d6a7acf449d692c4,501,6602.01,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-13,16,111,a9d1eaa6bb204286814c,501,7373.6,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-14,21,114,77b4a3d9c6f244318870,501,1864.14,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-15,17,110,ce6b971ec59f4eaab96c,501,764.11,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-16,28,107,9d54d5a8bce847bdb1af,501,16.76,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-17,27,105,1de64ac1f085402482fe,501,4199.12,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-18,25,117,cd40bb5460d044c1ac5b,501,578.37,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-19,13,116,f0d4b1302c6b4f69a925,501,3427.56,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-20,23,101,8213af85a5854b6a8e3d,501,568.76,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-21,18,101,2dc3ec11d779470c82a7,501,54.12,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-22,11,103,90d25e8429de4eefbd92,501,2414.02,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-23,28,120,fe8ec07d968a4519aadf,501,821.09,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-24,29,105,2f8b9178fe9a4046ac04,501,66.28,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-25,22,105,1341996d87484deebfd2,501,3256.58,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-26,21,117,106cf4d13dc345b1bb9e,501,1727.68,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-27,15,102,c4df89ccf8e74fb1891e,501,1111.58,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-28,26,112,7f1f6a15375d4bfebbad,501,1357.66,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-29,16,112,c66e260542374b418fd2,501,777.99,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-30,18,101,01fc32cb0f4747279d0c,501,5820.86,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-31,20,104,e873036633ed49a7bfca,501,91.89,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-01,28,117,56f942c5fe354458a6ff,501,3194.3,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-02,10,108,873010e74943420c9945,501,176.6,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-03,15,116,3c75c0c4c68b4df9a482,501,387.84,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-04,23,106,b606787d51ed4c13a6b3,501,1036.59,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-05,28,116,fc3e3031e5b8441b97e1,501,4613.14,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-06,22,115,64bc5076a8da46c48b3f,501,3139.19,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-07,22,108,74c7a99bc65f4792ab2c,501,7976.22,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-08,12,106,ddd4f5e8fb03494dbe36,501,3348.09,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-09-09,24,102,3784b319c0a04b68af97,501,148.47,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-11,16,106,bc75928e2f4a4ed68fe9,501,5881.24,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-12,14,101,7e27b08c5db643d18928,501,5728.36,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-13,28,102,a2072b47fe53427a9e45,501,6832.31,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-14,18,117,d7506be2a53c4510beaa,501,1190.71,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-15,21,104,ba59df3b1bad41ab9dff,501,388.13,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-16,29,119,6151296c51814720a0ca,501,496.45,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-17,19,116,1c9d81afdcbb49dc8f03,501,1148.27,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-18,26,108,99ae81af463f41e89948,501,574.52,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-19,28,118,8c50800530014a1b9d9c,501,339.15,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-20,24,103,2e9af78c6922490a8aa8,501,994.95,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-21,27,103,039d2dc6b2e848f7b23c,501,4119.15,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-22,25,101,1470c03c785d4f73913e,501,2814.63,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-23,16,120,958786d5c6bb4a4ebadb,501,2428.15,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-24,27,111,a9d1be44515b4f2ea146,501,1751.27,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-25,17,119,9c7b79ee5b5b45f288ba,501,853.62,,,0,2026-09-11 22:29:06,MOCKLOAD
1001,2026-08-26,20,111,97db4bd36d6947f1bbbd,501,6743.14,,,0,2026-09-11 22:29:06,MOCKLOAD
