Agreement_id,Vendor_id,purchase_order_id,sales_date,item_nbr,store_nbr,process_date,seq_nbr,item_cost,Agreement_allowance_type,dept_nbr,quantity,canculated_amt,allowance_amount,bill_nbr,Bill_date,Store_Alloc_ind,Store_Alloc_date,Last_change_user_id,Last_change_timestamp
1001,501,100101015,2026-08-25,100101,102,2026-08-25,15,372.31,SC,26,87,32390.97,5532.38,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101016,2026-08-26,100101,120,2026-08-26,16,402,SC,12,64,25728,4394.34,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101017,2026-08-27,100101,103,2026-08-27,17,350.06,SC,20,43,15052.58,2570.98,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101018,2026-08-28,100101,118,2026-08-28,18,488.81,SC,16,54,26395.74,4508.39,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101019,2026-08-29,100101,112,2026-08-29,19,173.91,SC,28,38,6608.58,1128.75,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101020,2026-08-30,100101,114,2026-08-30,20,470.13,SC,10,43,20215.59,3452.82,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101021,2026-08-31,100101,118,2026-08-31,21,241.16,SC,29,73,17604.68,3006.88,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101022,2026-09-01,100101,116,2026-09-01,22,219.42,SC,18,82,17992.44,3073.11,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101023,2026-09-02,100101,117,2026-09-02,23,75.29,SC,23,70,5270.3,900.17,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101024,2026-09-03,100101,109,2026-09-03,24,21.41,SC,25,5,107.05,18.28,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101025,2026-09-04,100101,110,2026-09-04,25,18.33,SC,27,5,91.65,15.65,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101026,2026-09-05,100101,112,2026-09-05,26,147.67,SC,22,34,5020.78,857.55,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101027,2026-09-06,100101,118,2026-09-06,27,94.28,SC,16,85,8013.8,1368.76,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101028,2026-09-07,100101,119,2026-09-07,28,464.59,SC,18,9,4181.31,714.17,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101029,2026-09-08,100101,107,2026-09-08,29,9.43,SC,29,14,132.02,22.55,10015,2026-09-09,Y,2026-09-08,MOCKLOAD,2026-09-11 22:29:05
1001,501,100101030,2026-09-09,100101,104,2026-09-09,30,326.83,SC,12,16,5229.28,893.16,10015,2026-09-09,Y,2026-09-09,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102001,2026-08-11,100102,103,2026-08-11,1,24.81,SC,26,3,74.43,12.71,10011,2026-08-16,Y,2026-08-11,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102002,2026-08-12,100102,101,2026-08-12,2,488.18,SC,12,69,33684.42,5753.3,10011,2026-08-16,Y,2026-08-12,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102003,2026-08-13,100102,105,2026-08-13,3,135.7,SC,27,35,4749.5,811.21,10011,2026-08-16,Y,2026-08-13,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102004,2026-08-14,100102,103,2026-08-14,4,374.59,SC,18,93,34836.87,5950.14,10011,2026-08-16,Y,2026-08-14,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102005,2026-08-15,100102,118,2026-08-15,5,425.05,SC,13,8,3400.4,580.79,10011,2026-08-16,Y,2026-08-15,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102006,2026-08-16,100102,105,2026-08-16,6,488.33,SC,10,55,26858.15,4587.37,10011,2026-08-16,Y,2026-08-16,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102007,2026-08-17,100102,107,2026-08-17,7,137.54,SC,11,11,1512.94,258.41,10012,2026-08-22,Y,2026-08-17,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102008,2026-08-18,100102,101,2026-08-18,8,498.38,SC,17,15,7475.7,1276.85,10012,2026-08-22,Y,2026-08-18,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102009,2026-08-19,100102,110,2026-08-19,9,170.02,SC,24,27,4590.54,784.06,10012,2026-08-22,Y,2026-08-19,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102010,2026-08-20,100102,105,2026-08-20,10,264.17,SC,18,27,7132.59,1218.25,10012,2026-08-22,Y,2026-08-20,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102011,2026-08-21,100102,114,2026-08-21,11,150.54,SC,12,38,5720.52,977.06,10012,2026-08-22,Y,2026-08-21,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102012,2026-08-22,100102,101,2026-08-22,12,193.28,SC,16,10,1932.8,330.12,10012,2026-08-22,Y,2026-08-22,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102013,2026-08-23,100102,104,2026-08-23,13,239.71,SC,17,96,23012.16,3930.48,10013,2026-08-28,Y,2026-08-23,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102014,2026-08-24,100102,120,2026-08-24,14,346.97,SC,20,71,24634.87,4207.64,10013,2026-08-28,Y,2026-08-24,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102015,2026-08-25,100102,117,2026-08-25,15,333.42,SC,27,62,20672.04,3530.78,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102016,2026-08-26,100102,111,2026-08-26,16,221.33,SC,11,96,21247.68,3629.1,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102017,2026-08-27,100102,108,2026-08-27,17,228.2,SC,28,16,3651.2,623.62,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102018,2026-08-28,100102,114,2026-08-28,18,324.04,SC,10,44,14257.76,2435.23,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102019,2026-08-29,100102,107,2026-08-29,19,11.45,SC,19,94,1076.3,183.83,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102020,2026-08-30,100102,108,2026-08-30,20,165.16,SC,19,100,16516,2820.93,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102021,2026-08-31,100102,120,2026-08-31,21,77.02,SC,28,29,2233.58,381.5,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102022,2026-09-01,100102,105,2026-09-01,22,144.76,SC,25,57,8251.32,1409.33,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102023,2026-09-02,100102,104,2026-09-02,23,445.81,SC,17,25,11145.25,1903.61,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102024,2026-09-03,100102,118,2026-09-03,24,197.5,SC,26,40,7900,1349.32,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102025,2026-09-04,100102,103,2026-09-04,25,59.08,SC,15,24,1417.92,242.18,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102026,2026-09-05,100102,117,2026-09-05,26,308.75,SC,19,93,28713.75,4904.31,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102027,2026-09-06,100102,102,2026-09-06,27,226.86,SC,26,63,14292.18,2441.1,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102028,2026-09-07,100102,101,2026-09-07,28,376.23,SC,15,72,27088.56,4626.73,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102029,2026-09-08,100102,102,2026-09-08,29,208.5,SC,25,27,5629.5,961.52,10015,2026-09-09,Y,2026-09-08,MOCKLOAD,2026-09-11 22:29:05
1001,501,100102030,2026-09-09,100102,106,2026-09-09,30,195.48,SC,10,11,2150.28,367.27,10015,2026-09-09,Y,2026-09-09,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103001,2026-08-11,100103,109,2026-08-11,1,328.62,SC,10,30,9858.6,1683.85,10011,2026-08-16,Y,2026-08-11,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103002,2026-08-12,100103,118,2026-08-12,2,493.16,SC,21,36,17753.76,3032.34,10011,2026-08-16,Y,2026-08-12,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103003,2026-08-13,100103,111,2026-08-13,3,468.1,SC,17,73,34171.3,5836.46,10011,2026-08-16,Y,2026-08-13,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103004,2026-08-14,100103,114,2026-08-14,4,64.94,SC,14,29,1883.26,321.66,10011,2026-08-16,Y,2026-08-14,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103005,2026-08-15,100103,117,2026-08-15,5,463.35,SC,14,14,6486.9,1107.96,10011,2026-08-16,Y,2026-08-15,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103006,2026-08-16,100103,114,2026-08-16,6,265.56,SC,29,32,8497.92,1451.44,10011,2026-08-16,Y,2026-08-16,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103007,2026-08-17,100103,107,2026-08-17,7,470.61,SC,10,85,40001.85,6832.32,10012,2026-08-22,Y,2026-08-17,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103008,2026-08-18,100103,112,2026-08-18,8,148.68,SC,19,13,1932.84,330.13,10012,2026-08-22,Y,2026-08-18,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103009,2026-08-19,100103,111,2026-08-19,9,468.14,SC,10,52,24343.28,4157.83,10012,2026-08-22,Y,2026-08-19,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103010,2026-08-20,100103,108,2026-08-20,10,267.94,SC,24,21,5626.74,961.05,10012,2026-08-22,Y,2026-08-20,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103011,2026-08-21,100103,116,2026-08-21,11,62.52,SC,29,59,3688.68,630.03,10012,2026-08-22,Y,2026-08-21,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103012,2026-08-22,100103,117,2026-08-22,12,220.22,SC,18,23,5065.06,865.11,10012,2026-08-22,Y,2026-08-22,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103013,2026-08-23,100103,113,2026-08-23,13,157.66,SC,28,41,6464.06,1104.06,10013,2026-08-28,Y,2026-08-23,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103014,2026-08-24,100103,102,2026-08-24,14,444.71,SC,13,2,889.42,151.91,10013,2026-08-28,Y,2026-08-24,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103015,2026-08-25,100103,109,2026-08-25,15,168.13,SC,22,47,7902.11,1349.68,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103016,2026-08-26,100103,103,2026-08-26,16,192.66,SC,26,86,16568.76,2829.94,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103017,2026-08-27,100103,120,2026-08-27,17,369.21,SC,17,30,11076.3,1891.83,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103018,2026-08-28,100103,114,2026-08-28,18,255.02,SC,16,67,17086.34,2918.35,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103019,2026-08-29,100103,106,2026-08-29,19,142.73,SC,10,49,6993.77,1194.54,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103020,2026-08-30,100103,117,2026-08-30,20,402.39,SC,23,19,7645.41,1305.84,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103021,2026-08-31,100103,112,2026-08-31,21,193.35,SC,11,4,773.4,132.1,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103022,2026-09-01,100103,108,2026-09-01,22,102.42,SC,19,11,1126.62,192.43,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103023,2026-09-02,100103,102,2026-09-02,23,327.36,SC,14,64,20951.04,3578.44,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103024,2026-09-03,100103,101,2026-09-03,24,18.94,SC,17,79,1496.26,255.56,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103025,2026-09-04,100103,119,2026-09-04,25,289.41,SC,18,22,6367.02,1087.49,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103026,2026-09-05,100103,120,2026-09-05,26,69.41,SC,17,90,6246.9,1066.97,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103027,2026-09-06,100103,103,2026-09-06,27,321.02,SC,16,84,26965.68,4605.74,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103028,2026-09-07,100103,104,2026-09-07,28,55.24,SC,22,31,1712.44,292.48,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103029,2026-09-08,100103,119,2026-09-08,29,233.79,SC,27,62,14494.98,2475.74,10015,2026-09-09,Y,2026-09-08,MOCKLOAD,2026-09-11 22:29:05
1001,501,100103030,2026-09-09,100103,111,2026-09-09,30,282.3,SC,18,58,16373.4,2796.58,10015,2026-09-09,Y,2026-09-09,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104001,2026-08-11,100104,115,2026-08-11,1,112.77,SC,15,96,10825.92,1849.07,10011,2026-08-16,Y,2026-08-11,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104002,2026-08-12,100104,108,2026-08-12,2,412.28,SC,24,13,5359.64,915.43,10011,2026-08-16,Y,2026-08-12,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104003,2026-08-13,100104,118,2026-08-13,3,181.8,SC,16,76,13816.8,2359.91,10011,2026-08-16,Y,2026-08-13,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104004,2026-08-14,100104,110,2026-08-14,4,117.06,SC,25,47,5501.82,939.71,10011,2026-08-16,Y,2026-08-14,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104005,2026-08-15,100104,102,2026-08-15,5,496.91,SC,27,84,41740.44,7129.27,10011,2026-08-16,Y,2026-08-15,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104006,2026-08-16,100104,112,2026-08-16,6,45.88,SC,12,60,2752.8,470.18,10011,2026-08-16,Y,2026-08-16,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104007,2026-08-17,100104,119,2026-08-17,7,113.54,SC,20,37,4200.98,717.53,10012,2026-08-22,Y,2026-08-17,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104008,2026-08-18,100104,101,2026-08-18,8,355.02,SC,21,93,33016.86,5639.28,10012,2026-08-22,Y,2026-08-18,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104009,2026-08-19,100104,113,2026-08-19,9,183.83,SC,29,86,15809.38,2700.24,10012,2026-08-22,Y,2026-08-19,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104010,2026-08-20,100104,118,2026-08-20,10,385.3,SC,25,30,11559,1974.28,10012,2026-08-22,Y,2026-08-20,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104011,2026-08-21,100104,119,2026-08-21,11,92.57,SC,18,28,2591.96,442.71,10012,2026-08-22,Y,2026-08-21,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104012,2026-08-22,100104,108,2026-08-22,12,152.59,SC,16,4,610.36,104.25,10012,2026-08-22,Y,2026-08-22,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104013,2026-08-23,100104,102,2026-08-23,13,227.68,SC,13,1,227.68,38.89,10013,2026-08-28,Y,2026-08-23,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104014,2026-08-24,100104,108,2026-08-24,14,63.31,SC,15,28,1772.68,302.77,10013,2026-08-28,Y,2026-08-24,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104015,2026-08-25,100104,115,2026-08-25,15,488.28,SC,12,38,18554.64,3169.13,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104016,2026-08-26,100104,115,2026-08-26,16,111.16,SC,28,50,5558,949.31,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104017,2026-08-27,100104,105,2026-08-27,17,366.15,SC,17,59,21602.85,3689.77,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104018,2026-08-28,100104,108,2026-08-28,18,362.35,SC,28,52,18842.2,3218.25,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104019,2026-08-29,100104,119,2026-08-29,19,412.48,SC,25,77,31760.96,5424.77,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104020,2026-08-30,100104,111,2026-08-30,20,31.18,SC,27,43,1340.74,229,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104021,2026-08-31,100104,109,2026-08-31,21,296.87,SC,11,58,17218.46,2940.91,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104022,2026-09-01,100104,109,2026-09-01,22,57.69,SC,15,64,3692.16,630.62,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104023,2026-09-02,100104,113,2026-09-02,23,400.28,SC,17,46,18412.88,3144.92,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104024,2026-09-03,100104,107,2026-09-03,24,204.06,SC,27,67,13672.02,2335.18,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104025,2026-09-04,100104,110,2026-09-04,25,160.2,SC,10,5,801,136.81,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104026,2026-09-05,100104,103,2026-09-05,26,31.51,SC,19,97,3056.47,522.05,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104027,2026-09-06,100104,109,2026-09-06,27,222.35,SC,18,67,14897.45,2544.48,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104028,2026-09-07,100104,112,2026-09-07,28,170.4,SC,14,48,8179.2,1397.01,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104029,2026-09-08,100104,120,2026-09-08,29,248.95,SC,15,39,9709.05,1658.31,10015,2026-09-09,Y,2026-09-08,MOCKLOAD,2026-09-11 22:29:05
1001,501,100104030,2026-09-09,100104,105,2026-09-09,30,479.62,SC,26,77,36930.74,6307.77,10015,2026-09-09,Y,2026-09-09,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105001,2026-08-11,100105,101,2026-08-11,1,399.45,SC,13,68,27162.6,4639.37,10011,2026-08-16,Y,2026-08-11,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105002,2026-08-12,100105,117,2026-08-12,2,352.64,SC,16,58,20453.12,3493.39,10011,2026-08-16,Y,2026-08-12,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105003,2026-08-13,100105,117,2026-08-13,3,337.28,SC,24,79,26645.12,4550.99,10011,2026-08-16,Y,2026-08-13,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105004,2026-08-14,100105,105,2026-08-14,4,324.02,SC,10,96,31105.92,5312.89,10011,2026-08-16,Y,2026-08-14,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105005,2026-08-15,100105,104,2026-08-15,5,180.05,SC,13,4,720.2,123.01,10011,2026-08-16,Y,2026-08-15,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105006,2026-08-16,100105,114,2026-08-16,6,330.02,SC,25,81,26731.62,4565.76,10011,2026-08-16,Y,2026-08-16,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105007,2026-08-17,100105,108,2026-08-17,7,269.49,SC,27,37,9971.13,1703.07,10012,2026-08-22,Y,2026-08-17,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105008,2026-08-18,100105,115,2026-08-18,8,311.02,SC,29,42,13062.84,2231.13,10012,2026-08-22,Y,2026-08-18,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105009,2026-08-19,100105,106,2026-08-19,9,411.19,SC,10,19,7812.61,1334.39,10012,2026-08-22,Y,2026-08-19,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105010,2026-08-20,100105,114,2026-08-20,10,417.51,SC,15,55,22963.05,3922.09,10012,2026-08-22,Y,2026-08-20,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105011,2026-08-21,100105,107,2026-08-21,11,117.61,SC,18,27,3175.47,542.37,10012,2026-08-22,Y,2026-08-21,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105012,2026-08-22,100105,117,2026-08-22,12,37.11,SC,11,73,2709.03,462.7,10012,2026-08-22,Y,2026-08-22,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105013,2026-08-23,100105,112,2026-08-23,13,220.09,SC,25,64,14085.76,2405.85,10013,2026-08-28,Y,2026-08-23,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105014,2026-08-24,100105,103,2026-08-24,14,198.33,SC,20,59,11701.47,1998.61,10013,2026-08-28,Y,2026-08-24,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105015,2026-08-25,100105,101,2026-08-25,15,96.97,SC,17,80,7757.6,1325,10013,2026-08-28,Y,2026-08-25,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105016,2026-08-26,100105,110,2026-08-26,16,420.65,SC,20,75,31548.75,5388.53,10013,2026-08-28,Y,2026-08-26,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105017,2026-08-27,100105,101,2026-08-27,17,189.9,SC,22,78,14812.2,2529.92,10013,2026-08-28,Y,2026-08-27,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105018,2026-08-28,100105,103,2026-08-28,18,411.52,SC,19,2,823.04,140.58,10013,2026-08-28,Y,2026-08-28,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105019,2026-08-29,100105,108,2026-08-29,19,211.75,SC,24,22,4658.5,795.67,10014,2026-09-03,Y,2026-08-29,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105020,2026-08-30,100105,101,2026-08-30,20,493.03,SC,23,26,12818.78,2189.45,10014,2026-09-03,Y,2026-08-30,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105021,2026-08-31,100105,110,2026-08-31,21,120.95,SC,19,34,4112.3,702.38,10014,2026-09-03,Y,2026-08-31,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105022,2026-09-01,100105,109,2026-09-01,22,460.33,SC,19,55,25318.15,4324.34,10014,2026-09-03,Y,2026-09-01,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105023,2026-09-02,100105,118,2026-09-02,23,86.05,SC,26,26,2237.3,382.13,10014,2026-09-03,Y,2026-09-02,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105024,2026-09-03,100105,120,2026-09-03,24,402.31,SC,20,30,12069.3,2061.44,10014,2026-09-03,Y,2026-09-03,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105025,2026-09-04,100105,115,2026-09-04,25,164,SC,25,91,14924,2549.02,10015,2026-09-09,Y,2026-09-04,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105026,2026-09-05,100105,117,2026-09-05,26,457.22,SC,18,68,31090.96,5310.34,10015,2026-09-09,Y,2026-09-05,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105027,2026-09-06,100105,114,2026-09-06,27,182.58,SC,22,43,7850.94,1340.94,10015,2026-09-09,Y,2026-09-06,MOCKLOAD,2026-09-11 22:29:05
1001,501,100105028,2026-09-07,100105,107,2026-09-07,28,206.59,SC,16,26,5371.34,917.42,10015,2026-09-09,Y,2026-09-07,MOCKLOAD,2026-09-11 22:29:05
