purchase_order_id,item_vendor,department,item_nbr,warehouse_nbr,receipt_date,receiving_seq_nbr,order_qty,received_qty,update_timestamp
100204028,502,26,100204,114,2026-09-07,28,42,42,2026-09-11 22:29:06
100204029,502,17,100204,110,2026-09-08,29,83,83,2026-09-11 22:29:06
100204030,502,12,100204,113,2026-09-09,30,20,20,2026-09-11 22:29:06
100205001,502,22,100205,102,2026-08-11,1,11,11,2026-09-11 22:29:06
100205002,502,11,100205,109,2026-08-12,2,61,61,2026-09-11 22:29:06
100205003,502,21,100205,115,2026-08-13,3,48,48,2026-09-11 22:29:06
100205004,502,12,100205,104,2026-08-14,4,91,91,2026-09-11 22:29:06
100205005,502,19,100205,108,2026-08-15,5,89,89,2026-09-11 22:29:06
100205006,502,15,100205,117,2026-08-16,6,53,53,2026-09-11 22:29:06
100205007,502,28,100205,103,2026-08-17,7,48,48,2026-09-11 22:29:06
100205008,502,20,100205,101,2026-08-18,8,80,80,2026-09-11 22:29:06
100205009,502,24,100205,106,2026-08-19,9,84,84,2026-09-11 22:29:06
100205010,502,21,100205,101,2026-08-20,10,29,29,2026-09-11 22:29:06
100205011,502,18,100205,110,2026-08-21,11,47,47,2026-09-11 22:29:06
100205012,502,11,100205,110,2026-08-22,12,61,61,2026-09-11 22:29:06
100205013,502,28,100205,102,2026-08-23,13,61,61,2026-09-11 22:29:06
100205014,502,21,100205,106,2026-08-24,14,75,75,2026-09-11 22:29:06
100205015,502,21,100205,109,2026-08-25,15,42,42,2026-09-11 22:29:06
100205016,502,15,100205,112,2026-08-26,16,71,71,2026-09-11 22:29:06
100205017,502,20,100205,115,2026-08-27,17,82,82,2026-09-11 22:29:06
100205018,502,11,100205,114,2026-08-28,18,59,59,2026-09-11 22:29:06
100205019,502,20,100205,105,2026-08-29,19,42,42,2026-09-11 22:29:06
100205020,502,15,100205,107,2026-08-30,20,46,46,2026-09-11 22:29:06
100205021,502,20,100205,118,2026-08-31,21,2,2,2026-09-11 22:29:06
100205022,502,15,100205,111,2026-09-01,22,78,78,2026-09-11 22:29:06
100205023,502,11,100205,113,2026-09-02,23,11,11,2026-09-11 22:29:06
100205024,502,23,100205,117,2026-09-03,24,79,79,2026-09-11 22:29:06
100205025,502,12,100205,107,2026-09-04,25,92,92,2026-09-11 22:29:06
100205026,502,10,100205,102,2026-09-05,26,7,7,2026-09-11 22:29:06
100205027,502,24,100205,112,2026-09-06,27,71,71,2026-09-11 22:29:06
100205028,502,22,100205,116,2026-09-07,28,51,51,2026-09-11 22:29:06
100205029,502,15,100205,116,2026-09-08,29,62,62,2026-09-11 22:29:06
100205030,502,13,100205,108,2026-09-09,30,84,84,2026-09-11 22:29:06
100206001,502,15,100206,107,2026-08-11,1,37,37,2026-09-11 22:29:06
100206002,502,26,100206,101,2026-08-12,2,23,23,2026-09-11 22:29:06
100206003,502,26,100206,111,2026-08-13,3,87,87,2026-09-11 22:29:06
100206004,502,23,100206,119,2026-08-14,4,90,90,2026-09-11 22:29:06
100206005,502,15,100206,101,2026-08-15,5,96,96,2026-09-11 22:29:06
100206006,502,13,100206,112,2026-08-16,6,37,37,2026-09-11 22:29:06
100206007,502,24,100206,120,2026-08-17,7,99,99,2026-09-11 22:29:06
100206008,502,28,100206,107,2026-08-18,8,45,45,2026-09-11 22:29:06
100206009,502,18,100206,102,2026-08-19,9,97,97,2026-09-11 22:29:06
100206010,502,10,100206,105,2026-08-20,10,88,88,2026-09-11 22:29:06
100206011,502,14,100206,114,2026-08-21,11,32,32,2026-09-11 22:29:06
100206012,502,14,100206,114,2026-08-22,12,20,20,2026-09-11 22:29:06
100206013,502,16,100206,114,2026-08-23,13,59,59,2026-09-11 22:29:06
100206014,502,29,100206,104,2026-08-24,14,77,77,2026-09-11 22:29:06
100206015,502,13,100206,104,2026-08-25,15,55,55,2026-09-11 22:29:06
100206016,502,13,100206,113,2026-08-26,16,36,36,2026-09-11 22:29:06
100206017,502,16,100206,102,2026-08-27,17,19,19,2026-09-11 22:29:06
100206018,502,17,100206,102,2026-08-28,18,28,28,2026-09-11 22:29:06
100206019,502,22,100206,107,2026-08-29,19,10,10,2026-09-11 22:29:06
100206020,502,21,100206,113,2026-08-30,20,53,53,2026-09-11 22:29:06
100206021,502,29,100206,118,2026-08-31,21,56,56,2026-09-11 22:29:06
100206022,502,11,100206,106,2026-09-01,22,85,85,2026-09-11 22:29:06
100206023,502,14,100206,102,2026-09-02,23,21,21,2026-09-11 22:29:06
100206024,502,18,100206,112,2026-09-03,24,7,7,2026-09-11 22:29:06
100206025,502,26,100206,114,2026-09-04,25,12,12,2026-09-11 22:29:06
100206026,502,27,100206,118,2026-09-05,26,6,6,2026-09-11 22:29:06
100206027,502,17,100206,112,2026-09-06,27,94,94,2026-09-11 22:29:06
100206028,502,19,100206,119,2026-09-07,28,50,50,2026-09-11 22:29:06
100206029,502,13,100206,107,2026-09-08,29,56,56,2026-09-11 22:29:06
100206030,502,22,100206,116,2026-09-09,30,17,17,2026-09-11 22:29:06
100207001,502,12,100207,104,2026-08-11,1,83,83,2026-09-11 22:29:06
100207002,502,27,100207,105,2026-08-12,2,62,62,2026-09-11 22:29:06
100207003,502,15,100207,108,2026-08-13,3,8,8,2026-09-11 22:29:06
100207004,502,18,100207,116,2026-08-14,4,68,68,2026-09-11 22:29:06
100207005,502,25,100207,113,2026-08-15,5,61,61,2026-09-11 22:29:06
100207006,502,24,100207,120,2026-08-16,6,77,77,2026-09-11 22:29:06
100207007,502,13,100207,101,2026-08-17,7,1,1,2026-09-11 22:29:06
100207008,502,22,100207,109,2026-08-18,8,64,64,2026-09-11 22:29:06
100207009,502,17,100207,116,2026-08-19,9,67,67,2026-09-11 22:29:06
100207010,502,22,100207,110,2026-08-20,10,28,28,2026-09-11 22:29:06
100207011,502,17,100207,113,2026-08-21,11,82,82,2026-09-11 22:29:06
100207012,502,11,100207,111,2026-08-22,12,47,47,2026-09-11 22:29:06
100207013,502,21,100207,117,2026-08-23,13,64,64,2026-09-11 22:29:06
100207014,502,13,100207,114,2026-08-24,14,27,27,2026-09-11 22:29:06
100207015,502,12,100207,106,2026-08-25,15,42,42,2026-09-11 22:29:06
100207016,502,18,100207,105,2026-08-26,16,34,34,2026-09-11 22:29:06
100207017,502,27,100207,102,2026-08-27,17,21,21,2026-09-11 22:29:06
100207018,502,28,100207,116,2026-08-28,18,66,66,2026-09-11 22:29:06
100207019,502,27,100207,118,2026-08-29,19,4,4,2026-09-11 22:29:06
100207020,502,23,100207,107,2026-08-30,20,16,16,2026-09-11 22:29:06
100207021,502,20,100207,112,2026-08-31,21,58,58,2026-09-11 22:29:06
100207022,502,13,100207,111,2026-09-01,22,5,5,2026-09-11 22:29:06
100207023,502,14,100207,116,2026-09-02,23,56,56,2026-09-11 22:29:06
100207024,502,18,100207,118,2026-09-03,24,43,43,2026-09-11 22:29:06
100207025,502,10,100207,117,2026-09-04,25,19,19,2026-09-11 22:29:06
100207026,502,20,100207,113,2026-09-05,26,56,56,2026-09-11 22:29:06
100207027,502,26,100207,111,2026-09-06,27,52,52,2026-09-11 22:29:06
100207028,502,18,100207,104,2026-09-07,28,17,17,2026-09-11 22:29:06
100207029,502,24,100207,115,2026-09-08,29,11,11,2026-09-11 22:29:06
100207030,502,27,100207,106,2026-09-09,30,32,32,2026-09-11 22:29:06
100208001,502,20,100208,111,2026-08-11,1,1,1,2026-09-11 22:29:06
100208002,502,26,100208,115,2026-08-12,2,86,86,2026-09-11 22:29:06
100208003,502,25,100208,110,2026-08-13,3,46,46,2026-09-11 22:29:06
100208004,502,16,100208,120,2026-08-14,4,42,42,2026-09-11 22:29:06
100208005,502,10,100208,103,2026-08-15,5,75,75,2026-09-11 22:29:06
100208006,502,12,100208,107,2026-08-16,6,63,63,2026-09-11 22:29:06
100208007,502,11,100208,108,2026-08-17,7,82,82,2026-09-11 22:29:06
100208008,502,26,100208,116,2026-08-18,8,95,95,2026-09-11 22:29:06
100208009,502,22,100208,105,2026-08-19,9,62,62,2026-09-11 22:29:06
100208010,502,28,100208,111,2026-08-20,10,12,12,2026-09-11 22:29:06
100208011,502,21,100208,114,2026-08-21,11,19,19,2026-09-11 22:29:06
100208012,502,14,100208,106,2026-08-22,12,91,91,2026-09-11 22:29:06
100208013,502,13,100208,106,2026-08-23,13,71,71,2026-09-11 22:29:06
100208014,502,23,100208,104,2026-08-24,14,43,43,2026-09-11 22:29:06
100208015,502,26,100208,116,2026-08-25,15,54,54,2026-09-11 22:29:06
100208016,502,27,100208,120,2026-08-26,16,57,57,2026-09-11 22:29:06
100208017,502,22,100208,106,2026-08-27,17,32,32,2026-09-11 22:29:06
100208018,502,13,100208,117,2026-08-28,18,70,70,2026-09-11 22:29:06
100208019,502,15,100208,116,2026-08-29,19,35,35,2026-09-11 22:29:06
100208020,502,13,100208,118,2026-08-30,20,64,64,2026-09-11 22:29:06
100208021,502,22,100208,111,2026-08-31,21,78,78,2026-09-11 22:29:06
100208022,502,26,100208,114,2026-09-01,22,27,27,2026-09-11 22:29:06
100208023,502,13,100208,104,2026-09-02,23,8,8,2026-09-11 22:29:06
100208024,502,16,100208,112,2026-09-03,24,98,98,2026-09-11 22:29:06
100208025,502,27,100208,102,2026-09-04,25,21,21,2026-09-11 22:29:06
100208026,502,27,100208,103,2026-09-05,26,84,84,2026-09-11 22:29:06
100208027,502,13,100208,103,2026-09-06,27,14,14,2026-09-11 22:29:06
100208028,502,27,100208,118,2026-09-07,28,32,32,2026-09-11 22:29:06
100208029,502,16,100208,104,2026-09-08,29,64,64,2026-09-11 22:29:06
100208030,502,24,100208,114,2026-09-09,30,63,63,2026-09-11 22:29:06
100209001,502,14,100209,116,2026-08-11,1,87,87,2026-09-11 22:29:06
100209002,502,22,100209,110,2026-08-12,2,59,59,2026-09-11 22:29:06
100209003,502,26,100209,111,2026-08-13,3,83,83,2026-09-11 22:29:06
100209004,502,16,100209,107,2026-08-14,4,48,48,2026-09-11 22:29:06
100209005,502,22,100209,117,2026-08-15,5,67,67,2026-09-11 22:29:06
100209006,502,19,100209,105,2026-08-16,6,100,100,2026-09-11 22:29:06
100209007,502,18,100209,101,2026-08-17,7,37,37,2026-09-11 22:29:06
100209008,502,14,100209,112,2026-08-18,8,19,19,2026-09-11 22:29:06
100209009,502,27,100209,117,2026-08-19,9,40,40,2026-09-11 22:29:06
100209010,502,12,100209,118,2026-08-20,10,51,51,2026-09-11 22:29:06
100209011,502,26,100209,106,2026-08-21,11,63,63,2026-09-11 22:29:06
100209012,502,23,100209,120,2026-08-22,12,50,50,2026-09-11 22:29:06
100209013,502,17,100209,114,2026-08-23,13,16,16,2026-09-11 22:29:06
100209014,502,21,100209,120,2026-08-24,14,56,56,2026-09-11 22:29:06
100209015,502,10,100209,112,2026-08-25,15,46,46,2026-09-11 22:29:06
100209016,502,29,100209,106,2026-08-26,16,6,6,2026-09-11 22:29:06
100209017,502,10,100209,114,2026-08-27,17,54,54,2026-09-11 22:29:06
100209018,502,11,100209,101,2026-08-28,18,52,52,2026-09-11 22:29:06
100209019,502,16,100209,104,2026-08-29,19,10,10,2026-09-11 22:29:06
100209020,502,12,100209,109,2026-08-30,20,61,61,2026-09-11 22:29:06
100209021,502,26,100209,108,2026-08-31,21,47,47,2026-09-11 22:29:06
100209022,502,20,100209,120,2026-09-01,22,34,34,2026-09-11 22:29:06
100209023,502,20,100209,106,2026-09-02,23,45,45,2026-09-11 22:29:06
100209024,502,28,100209,117,2026-09-03,24,81,81,2026-09-11 22:29:06
100209025,502,20,100209,119,2026-09-04,25,29,29,2026-09-11 22:29:06
100209026,502,28,100209,103,2026-09-05,26,60,60,2026-09-11 22:29:06
100209027,502,20,100209,112,2026-09-06,27,19,19,2026-09-11 22:29:06
100209028,502,27,100209,107,2026-09-07,28,8,8,2026-09-11 22:29:06
100209029,502,22,100209,116,2026-09-08,29,70,70,2026-09-11 22:29:06
100209030,502,12,100209,113,2026-09-09,30,77,77,2026-09-11 22:29:06
100210001,502,20,100210,111,2026-08-11,1,6,6,2026-09-11 22:29:06
100210002,502,18,100210,104,2026-08-12,2,34,34,2026-09-11 22:29:06
100210003,502,16,100210,113,2026-08-13,3,28,28,2026-09-11 22:29:06
100210004,502,22,100210,105,2026-08-14,4,57,57,2026-09-11 22:29:06
100210005,502,20,100210,107,2026-08-15,5,93,93,2026-09-11 22:29:06
100210006,502,12,100210,111,2026-08-16,6,31,31,2026-09-11 22:29:06
100210007,502,18,100210,107,2026-08-17,7,6,6,2026-09-11 22:29:06
100210008,502,14,100210,110,2026-08-18,8,37,37,2026-09-11 22:29:06
100210009,502,18,100210,119,2026-08-19,9,4,4,2026-09-11 22:29:06
100210010,502,15,100210,101,2026-08-20,10,63,63,2026-09-11 22:29:06
100210011,502,16,100210,105,2026-08-21,11,86,86,2026-09-11 22:29:06
100210012,502,18,100210,105,2026-08-22,12,6,6,2026-09-11 22:29:06
100210013,502,25,100210,105,2026-08-23,13,80,80,2026-09-11 22:29:06
100210014,502,12,100210,111,2026-08-24,14,56,56,2026-09-11 22:29:06
100210015,502,10,100210,116,2026-08-25,15,96,96,2026-09-11 22:29:06
100210016,502,27,100210,111,2026-08-26,16,57,57,2026-09-11 22:29:06
100210017,502,12,100210,105,2026-08-27,17,22,22,2026-09-11 22:29:06
100210018,502,15,100210,104,2026-08-28,18,34,34,2026-09-11 22:29:06
100210019,502,17,100210,102,2026-08-29,19,54,54,2026-09-11 22:29:06
100210020,502,28,100210,106,2026-08-30,20,57,57,2026-09-11 22:29:06
100210021,502,25,100210,105,2026-08-31,21,100,100,2026-09-11 22:29:06
100210022,502,19,100210,112,2026-09-01,22,73,73,2026-09-11 22:29:06
100210023,502,21,100210,107,2026-09-02,23,3,3,2026-09-11 22:29:06
100210024,502,29,100210,113,2026-09-03,24,92,92,2026-09-11 22:29:06
100210025,502,26,100210,117,2026-09-04,25,94,94,2026-09-11 22:29:06
100210026,502,15,100210,104,2026-09-05,26,96,96,2026-09-11 22:29:06
100210027,502,16,100210,108,2026-09-06,27,38,38,2026-09-11 22:29:06
100210028,502,21,100210,116,2026-09-07,28,40,40,2026-09-11 22:29:06
100210029,502,17,100210,115,2026-09-08,29,1,1,2026-09-11 22:29:06
100210030,502,23,100210,101,2026-09-09,30,12,12,2026-09-11 22:29:06
100601001,506,24,100601,118,2026-08-11,1,59,59,2026-09-11 22:29:06
100601002,506,21,100601,112,2026-08-12,2,92,92,2026-09-11 22:29:06
100601003,506,27,100601,119,2026-08-13,3,57,57,2026-09-11 22:29:06
100601004,506,22,100601,101,2026-08-14,4,23,23,2026-09-11 22:29:06
100601005,506,27,100601,113,2026-08-15,5,68,68,2026-09-11 22:29:06
100601006,506,13,100601,110,2026-08-16,6,2,2,2026-09-11 22:29:06
100601007,506,16,100601,101,2026-08-17,7,52,52,2026-09-11 22:29:06
100601008,506,23,100601,114,2026-08-18,8,33,33,2026-09-11 22:29:06
100601009,506,14,100601,104,2026-08-19,9,87,87,2026-09-11 22:29:06
100601010,506,19,100601,102,2026-08-20,10,99,99,2026-09-11 22:29:06
100601011,506,23,100601,104,2026-08-21,11,10,10,2026-09-11 22:29:06
100601012,506,17,100601,120,2026-08-22,12,83,83,2026-09-11 22:29:06
100601013,506,27,100601,116,2026-08-23,13,36,36,2026-09-11 22:29:06
100601014,506,14,100601,110,2026-08-24,14,26,26,2026-09-11 22:29:06
100601015,506,24,100601,106,2026-08-25,15,91,91,2026-09-11 22:29:06
100601016,506,12,100601,115,2026-08-26,16,80,80,2026-09-11 22:29:06
100601017,506,23,100601,118,2026-08-27,17,72,72,2026-09-11 22:29:06
100601018,506,27,100601,116,2026-08-28,18,5,5,2026-09-11 22:29:06
100601019,506,20,100601,116,2026-08-29,19,85,85,2026-09-11 22:29:06
100601020,506,13,100601,105,2026-08-30,20,73,73,2026-09-11 22:29:06
100601021,506,25,100601,103,2026-08-31,21,18,18,2026-09-11 22:29:06
100601022,506,22,100601,112,2026-09-01,22,48,48,2026-09-11 22:29:06
100601023,506,23,100601,116,2026-09-02,23,27,27,2026-09-11 22:29:06
100601024,506,27,100601,120,2026-09-03,24,59,59,2026-09-11 22:29:06
100601025,506,17,100601,105,2026-09-04,25,4,4,2026-09-11 22:29:06
100601026,506,13,100601,110,2026-09-05,26,86,86,2026-09-11 22:29:06
100601027,506,12,100601,113,2026-09-06,27,35,35,2026-09-11 22:29:06
100601028,506,23,100601,116,2026-09-07,28,92,92,2026-09-11 22:29:06
100601029,506,23,100601,117,2026-09-08,29,37,37,2026-09-11 22:29:06
100601030,506,22,100601,105,2026-09-09,30,10,10,2026-09-11 22:29:06
100602001,506,13,100602,115,2026-08-11,1,22,22,2026-09-11 22:29:06
100602002,506,22,100602,120,2026-08-12,2,25,25,2026-09-11 22:29:06
100602003,506,15,100602,117,2026-08-13,3,68,68,2026-09-11 22:29:06
100602004,506,25,100602,104,2026-08-14,4,31,31,2026-09-11 22:29:06
100602005,506,19,100602,104,2026-08-15,5,99,99,2026-09-11 22:29:06
100602006,506,22,100602,119,2026-08-16,6,99,99,2026-09-11 22:29:06
100602007,506,25,100602,119,2026-08-17,7,30,30,2026-09-11 22:29:06
100602008,506,16,100602,103,2026-08-18,8,22,22,2026-09-11 22:29:06
100602009,506,29,100602,107,2026-08-19,9,37,37,2026-09-11 22:29:06
100602010,506,19,100602,116,2026-08-20,10,2,2,2026-09-11 22:29:06
100602011,506,27,100602,115,2026-08-21,11,79,79,2026-09-11 22:29:06
100602012,506,21,100602,115,2026-08-22,12,35,35,2026-09-11 22:29:06
100602013,506,17,100602,104,2026-08-23,13,27,27,2026-09-11 22:29:06
100602014,506,13,100602,106,2026-08-24,14,93,93,2026-09-11 22:29:06
100602015,506,14,100602,119,2026-08-25,15,89,89,2026-09-11 22:29:06
100602016,506,23,100602,110,2026-08-26,16,35,35,2026-09-11 22:29:06
100602017,506,19,100602,118,2026-08-27,17,47,47,2026-09-11 22:29:06
100602018,506,15,100602,109,2026-08-28,18,29,29,2026-09-11 22:29:06
100602019,506,24,100602,108,2026-08-29,19,76,76,2026-09-11 22:29:06
100602020,506,29,100602,109,2026-08-30,20,36,36,2026-09-11 22:29:06
100602021,506,25,100602,111,2026-08-31,21,65,65,2026-09-11 22:29:06
100602022,506,26,100602,105,2026-09-01,22,12,12,2026-09-11 22:29:06
100602023,506,14,100602,116,2026-09-02,23,53,53,2026-09-11 22:29:06
100602024,506,27,100602,120,2026-09-03,24,57,57,2026-09-11 22:29:06
100602025,506,23,100602,103,2026-09-04,25,21,21,2026-09-11 22:29:06
